個案研判日,縣市別,區域,新增確診人數,累計確診人數
2022-09-15,澎湖縣,全區,125,18867
2022-09-15,花蓮縣,全區,658,96083
2022-09-15,苗栗縣,全區,996,127620
2022-09-15,連江縣,全區,16,2664
2022-09-15,金門縣,全區,117,14545
2022-09-15,雲林縣,全區,842,116722
2022-09-15,高雄市,全區,3591,640420
2022-09-14,南投縣,全區,815,93698
2022-09-14,台中市,全區,5958,686995
2022-09-14,台北市,全區,5264,586449
2022-09-14,台南市,全區,2505,393174
2022-09-14,台東縣,全區,278,52487
2022-09-14,嘉義市,全區,432,53194
2022-09-14,嘉義縣,全區,688,84145
2022-09-14,基隆市,全區,978,113924
2022-09-14,境外移入,全區,199,31528
2022-09-14,宜蘭縣,全區,1046,118799
2022-09-14,屏東縣,全區,1056,169118
2022-09-14,彰化縣,全區,1971,272040
2022-09-14,新北市,全區,10066,1255000
2022-09-14,新竹市,全區,1215,120431
2022-09-14,新竹縣,全區,1305,157226
2022-09-14,桃園市,全區,4775,650591
2022-09-14,澎湖縣,全區,121,18742
2022-09-14,花蓮縣,全區,710,95425
2022-09-14,苗栗縣,全區,1066,126624
2022-09-14,連江縣,全區,19,2648
2022-09-14,金門縣,全區,107,14428
2022-09-14,雲林縣,全區,920,115880
2022-09-14,高雄市,全區,3920,636829
2022-09-13,南投縣,全區,860,92883
2022-09-13,台中市,全區,6554,681037
2022-09-13,台北市,全區,5695,581185
2022-09-13,台南市,全區,2709,390669
2022-09-13,台東縣,全區,373,52209
2022-09-13,嘉義市,全區,443,52762
2022-09-13,嘉義縣,全區,671,83457
2022-09-13,基隆市,全區,967,112946
2022-09-13,境外移入,全區,165,31329
2022-09-13,宜蘭縣,全區,1182,117753
2022-09-13,屏東縣,全區,1206,168062
2022-09-13,彰化縣,全區,2044,270069
2022-09-13,新北市,全區,10940,1244934
2022-09-13,新竹市,全區,1378,119216
2022-09-13,新竹縣,全區,1544,155921
2022-09-13,桃園市,全區,5445,645816
2022-09-13,澎湖縣,全區,128,18621
2022-09-13,花蓮縣,全區,758,94715
2022-09-13,苗栗縣,全區,1100,125558
2022-09-13,連江縣,全區,29,2629
2022-09-13,金門縣,全區,129,14321
2022-09-13,雲林縣,全區,1000,114960
2022-09-13,高雄市,全區,4338,632909
2022-09-12,南投縣,全區,900,92023
2022-09-12,台中市,全區,6135,674483
2022-09-12,台北市,全區,5440,575490
2022-09-12,台南市,全區,2821,387960
2022-09-12,台東縣,全區,356,51836
2022-09-12,嘉義市,全區,545,52319
2022-09-12,嘉義縣,全區,793,82786
2022-09-12,基隆市,全區,929,111979
2022-09-12,境外移入,全區,237,31164
2022-09-12,宜蘭縣,全區,1048,116571
2022-09-12,屏東縣,全區,1202,166856
2022-09-12,彰化縣,全區,2083,268025
2022-09-12,新北市,全區,10043,1233994
2022-09-12,新竹市,全區,971,117838
2022-09-12,新竹縣,全區,1383,154377
2022-09-12,桃園市,全區,4526,640371
2022-09-12,澎湖縣,全區,166,18493
2022-09-12,花蓮縣,全區,815,93957
2022-09-12,苗栗縣,全區,1162,124458
2022-09-12,連江縣,全區,25,2600
2022-09-12,金門縣,全區,103,14192
2022-09-12,雲林縣,全區,1068,113960
2022-09-12,高雄市,全區,4247,628571
2022-09-11,南投縣,全區,588,91123
2022-09-11,台中市,全區,2988,668348
2022-09-11,台北市,全區,2894,570050
2022-09-11,台南市,全區,1460,385139
2022-09-11,台東縣,全區,198,51480
2022-09-11,嘉義市,全區,236,51774
2022-09-11,嘉義縣,全區,344,81993
2022-09-11,基隆市,全區,500,111050
2022-09-11,境外移入,全區,227,30927
2022-09-11,宜蘭縣,全區,615,115523
2022-09-11,屏東縣,全區,686,165654
2022-09-11,彰化縣,全區,1273,265942
2022-09-11,新北市,全區,5406,1223951
2022-09-11,新竹市,全區,644,116867
2022-09-11,新竹縣,全區,831,152994
2022-09-11,桃園市,全區,2720,635845
2022-09-11,澎湖縣,全區,93,18327
2022-09-11,花蓮縣,全區,471,93142
2022-09-11,苗栗縣,全區,547,123296
2022-09-11,連江縣,全區,14,2575
2022-09-11,金門縣,全區,108,14089
2022-09-11,雲林縣,全區,509,112892
2022-09-11,高雄市,全區,2209,624324
2022-09-10,南投縣,全區,538,90535
2022-09-10,台中市,全區,4349,665360
2022-09-10,台北市,全區,3734,567156
2022-09-10,台南市,全區,1676,383679
2022-09-10,台東縣,全區,261,51282
2022-09-10,嘉義市,全區,289,51538
2022-09-10,嘉義縣,全區,442,81649
2022-09-10,基隆市,全區,700,110550
2022-09-10,境外移入,全區,273,30700
2022-09-10,宜蘭縣,全區,716,114908
2022-09-10,屏東縣,全區,704,164968
2022-09-10,彰化縣,全區,1411,264669
2022-09-10,新北市,全區,6719,1218545
2022-09-10,新竹市,全區,834,116223
2022-09-10,新竹縣,全區,983,152163
2022-09-10,桃園市,全區,3455,633125
2022-09-10,澎湖縣,全區,89,18234
2022-09-10,花蓮縣,全區,534,92671
2022-09-10,苗栗縣,全區,780,122749
2022-09-10,連江縣,全區,9,2561
2022-09-10,金門縣,全區,83,13981
2022-09-10,雲林縣,全區,691,112383
2022-09-10,高雄市,全區,2827,622115
2022-09-09,南投縣,全區,665,89997
2022-09-09,台中市,全區,4603,661011
2022-09-09,台北市,全區,4359,563422
2022-09-09,台南市,全區,1880,382003
2022-09-09,台東縣,全區,238,51021
2022-09-09,嘉義市,全區,328,51249
2022-09-09,嘉義縣,全區,478,81207
2022-09-09,基隆市,全區,738,109850
2022-09-09,境外移入,全區,233,30427
2022-09-09,宜蘭縣,全區,911,114192
2022-09-09,屏東縣,全區,823,164264
2022-09-09,彰化縣,全區,1534,263258
2022-09-09,新北市,全區,7926,1211826
2022-09-09,新竹市,全區,842,115389
2022-09-09,新竹縣,全區,1038,151180
2022-09-09,桃園市,全區,3805,629670
2022-09-09,澎湖縣,全區,106,18145
2022-09-09,花蓮縣,全區,668,92137
2022-09-09,苗栗縣,全區,818,121969
2022-09-09,連江縣,全區,15,2552
2022-09-09,金門縣,全區,125,13898
2022-09-09,雲林縣,全區,716,111692
2022-09-09,高雄市,全區,2943,619288
2022-09-08,南投縣,全區,517,89332
2022-09-08,台中市,全區,4038,656408
2022-09-08,台北市,全區,4288,559063
2022-09-08,台南市,全區,1799,380123
2022-09-08,台東縣,全區,252,50783
2022-09-08,嘉義市,全區,305,50921
2022-09-08,嘉義縣,全區,499,80729
2022-09-08,基隆市,全區,709,109112
2022-09-08,境外移入,全區,235,30194
2022-09-08,宜蘭縣,全區,718,113281
2022-09-08,屏東縣,全區,828,163441
2022-09-08,彰化縣,全區,1316,261724
2022-09-08,新北市,全區,7742,1203900
2022-09-08,新竹市,全區,944,114547
2022-09-08,新竹縣,全區,1090,150142
2022-09-08,桃園市,全區,3837,625865
2022-09-08,澎湖縣,全區,116,18039
2022-09-08,花蓮縣,全區,655,91469
2022-09-08,苗栗縣,全區,868,121151
2022-09-08,連江縣,全區,18,2537
2022-09-08,金門縣,全區,105,13773
2022-09-08,雲林縣,全區,674,110976
2022-09-08,高雄市,全區,2678,616345
2022-09-07,南投縣,全區,445,88815
2022-09-07,台中市,全區,4375,652370
2022-09-07,台北市,全區,4340,554775
2022-09-07,台南市,全區,1817,378324
2022-09-07,台東縣,全區,278,50531
2022-09-07,嘉義市,全區,298,50616
2022-09-07,嘉義縣,全區,449,80230
2022-09-07,基隆市,全區,715,108403
2022-09-07,境外移入,全區,278,29959
2022-09-07,宜蘭縣,全區,725,112563
2022-09-07,屏東縣,全區,745,162613
2022-09-07,彰化縣,全區,1330,260408
2022-09-07,新北市,全區,8140,1196158
2022-09-07,新竹市,全區,910,113603
2022-09-07,新竹縣,全區,1219,149052
2022-09-07,桃園市,全區,4026,622028
2022-09-07,澎湖縣,全區,123,17923
2022-09-07,花蓮縣,全區,657,90814
2022-09-07,苗栗縣,全區,762,120283
2022-09-07,連江縣,全區,23,2519
2022-09-07,金門縣,全區,85,13668
2022-09-07,雲林縣,全區,642,110302
2022-09-07,高雄市,全區,2711,613667
2022-09-06,南投縣,全區,598,88370
2022-09-06,台中市,全區,5041,647995
2022-09-06,台北市,全區,5419,550435
2022-09-06,台南市,全區,2156,376507
2022-09-06,台東縣,全區,304,50253
2022-09-06,嘉義市,全區,348,50318
2022-09-06,嘉義縣,全區,529,79781
2022-09-06,基隆市,全區,857,107688
2022-09-06,境外移入,全區,266,29681
2022-09-06,宜蘭縣,全區,815,111838
2022-09-06,屏東縣,全區,876,161868
2022-09-06,彰化縣,全區,1473,259078
2022-09-06,新北市,全區,9546,1188018
2022-09-06,新竹市,全區,1263,112693
2022-09-06,新竹縣,全區,1317,147833
2022-09-06,桃園市,全區,4675,618002
2022-09-06,澎湖縣,全區,148,17800
2022-09-06,花蓮縣,全區,776,90157
2022-09-06,苗栗縣,全區,1005,119521
2022-09-06,連江縣,全區,16,2496
2022-09-06,金門縣,全區,89,13583
2022-09-06,雲林縣,全區,699,109660
2022-09-06,高雄市,全區,3026,610956
2022-09-05,南投縣,全區,570,87772
2022-09-05,台中市,全區,4610,642954
2022-09-05,台北市,全區,4451,545016
2022-09-05,台南市,全區,2056,374351
2022-09-05,台東縣,全區,318,49949
2022-09-05,嘉義市,全區,366,49970
2022-09-05,嘉義縣,全區,525,79252
2022-09-05,基隆市,全區,671,106831
2022-09-05,境外移入,全區,300,29415
2022-09-05,宜蘭縣,全區,856,111023
2022-09-05,屏東縣,全區,923,160992
2022-09-05,彰化縣,全區,1451,257605
2022-09-05,新北市,全區,8152,1178472
2022-09-05,新竹市,全區,921,111430
2022-09-05,新竹縣,全區,1065,146516
2022-09-05,桃園市,全區,3564,613327
2022-09-05,澎湖縣,全區,166,17652
2022-09-05,花蓮縣,全區,766,89381
2022-09-05,苗栗縣,全區,922,118516
2022-09-05,連江縣,全區,22,2480
2022-09-05,金門縣,全區,114,13494
2022-09-05,雲林縣,全區,790,108961
2022-09-05,高雄市,全區,3087,607930
2022-09-04,南投縣,全區,324,87202
2022-09-04,台中市,全區,2577,638344
2022-09-04,台北市,全區,2949,540565
2022-09-04,台南市,全區,1294,372295
2022-09-04,台東縣,全區,191,49631
2022-09-04,嘉義市,全區,200,49604
2022-09-04,嘉義縣,全區,334,78727
2022-09-04,基隆市,全區,439,106160
2022-09-04,境外移入,全區,171,29115
2022-09-04,宜蘭縣,全區,474,110167
2022-09-04,屏東縣,全區,562,160069
2022-09-04,彰化縣,全區,944,256154
2022-09-04,新北市,全區,5513,1170320
2022-09-04,新竹市,全區,629,110509
2022-09-04,新竹縣,全區,872,145451
2022-09-04,桃園市,全區,2891,609763
2022-09-04,澎湖縣,全區,112,17486
2022-09-04,花蓮縣,全區,449,88615
2022-09-04,苗栗縣,全區,598,117594
2022-09-04,連江縣,全區,24,2458
2022-09-04,金門縣,全區,96,13380
2022-09-04,雲林縣,全區,455,108171
2022-09-04,高雄市,全區,1976,604843
2022-09-03,南投縣,全區,500,86878
2022-09-03,台中市,全區,4025,635767
2022-09-03,台北市,全區,4105,537616
2022-09-03,台南市,全區,1926,371001
2022-09-03,台東縣,全區,249,49440
2022-09-03,嘉義市,全區,304,49404
2022-09-03,嘉義縣,全區,455,78393
2022-09-03,基隆市,全區,778,105721
2022-09-03,境外移入,全區,229,28944
2022-09-03,宜蘭縣,全區,710,109693
2022-09-03,屏東縣,全區,747,159507
2022-09-03,彰化縣,全區,1345,255210
2022-09-03,新北市,全區,7923,1164807
2022-09-03,新竹市,全區,1065,109880
2022-09-03,新竹縣,全區,1071,144579
2022-09-03,桃園市,全區,3909,606872
2022-09-03,澎湖縣,全區,147,17374
2022-09-03,花蓮縣,全區,627,88166
2022-09-03,苗栗縣,全區,793,116996
2022-09-03,連江縣,全區,16,2434
2022-09-03,金門縣,全區,88,13284
2022-09-03,雲林縣,全區,587,107716
2022-09-03,高雄市,全區,2731,602867
2022-09-02,南投縣,全區,451,86378
2022-09-02,台中市,全區,3860,631742
2022-09-02,台北市,全區,3932,533511
2022-09-02,台南市,全區,1948,369075
2022-09-02,台東縣,全區,210,49191
2022-09-02,嘉義市,全區,306,49100
2022-09-02,嘉義縣,全區,459,77938
2022-09-02,基隆市,全區,588,104943
2022-09-02,境外移入,全區,280,28715
2022-09-02,宜蘭縣,全區,643,108983
2022-09-02,屏東縣,全區,740,158760
2022-09-02,彰化縣,全區,1241,253865
2022-09-02,新北市,全區,7224,1156884
2022-09-02,新竹市,全區,986,108815
2022-09-02,新竹縣,全區,1131,143508
2022-09-02,桃園市,全區,3699,602963
2022-09-02,澎湖縣,全區,158,17227
2022-09-02,花蓮縣,全區,627,87539
2022-09-02,苗栗縣,全區,800,116203
2022-09-02,連江縣,全區,19,2418
2022-09-02,金門縣,全區,120,13196
2022-09-02,雲林縣,全區,744,107129
2022-09-02,高雄市,全區,2615,600136
2022-09-01,南投縣,全區,477,85927
2022-09-01,台中市,全區,4003,627882
2022-09-01,台北市,全區,4108,529579
2022-09-01,台南市,全區,1934,367127
2022-09-01,台東縣,全區,235,48981
2022-09-01,嘉義市,全區,346,48794
2022-09-01,嘉義縣,全區,458,77479
2022-09-01,基隆市,全區,612,104355
2022-09-01,境外移入,全區,334,28435
2022-09-01,宜蘭縣,全區,660,108340
2022-09-01,屏東縣,全區,736,158020
2022-09-01,彰化縣,全區,1360,252624
2022-09-01,新北市,全區,7482,1149660
2022-09-01,新竹市,全區,944,107829
2022-09-01,新竹縣,全區,1062,142377
2022-09-01,桃園市,全區,3793,599264
2022-09-01,澎湖縣,全區,176,17069
2022-09-01,花蓮縣,全區,651,86912
2022-09-01,苗栗縣,全區,879,115403
2022-09-01,連江縣,全區,23,2399
2022-09-01,金門縣,全區,108,13076
2022-09-01,雲林縣,全區,665,106385
2022-09-01,高雄市,全區,2733,597521
2022-08-31,南投縣,全區,567,85450
2022-08-31,台中市,全區,4019,623879
2022-08-31,台北市,全區,4150,525471
2022-08-31,台南市,全區,1975,365193
2022-08-31,台東縣,全區,236,48746
2022-08-31,嘉義市,全區,349,48448
2022-08-31,嘉義縣,全區,504,77021
2022-08-31,基隆市,全區,627,103743
2022-08-31,境外移入,全區,240,28101
2022-08-31,宜蘭縣,全區,601,107680
2022-08-31,屏東縣,全區,707,157284
2022-08-31,彰化縣,全區,1439,251264
2022-08-31,新北市,全區,7708,1142178
2022-08-31,新竹市,全區,990,106885
2022-08-31,新竹縣,全區,1106,141315
2022-08-31,桃園市,全區,3555,595471
2022-08-31,澎湖縣,全區,138,16893
2022-08-31,花蓮縣,全區,606,86261
2022-08-31,苗栗縣,全區,919,114524
2022-08-31,連江縣,全區,18,2376
2022-08-31,金門縣,全區,120,12968
2022-08-31,雲林縣,全區,638,105720
2022-08-31,高雄市,全區,2856,594788
2022-08-30,南投縣,全區,454,84883
2022-08-30,台中市,全區,4159,619860
2022-08-30,台北市,全區,4143,521321
2022-08-30,台南市,全區,2089,363218
2022-08-30,台東縣,全區,328,48510
2022-08-30,嘉義市,全區,292,48099
2022-08-30,嘉義縣,全區,440,76517
2022-08-30,基隆市,全區,693,103116
2022-08-30,境外移入,全區,219,27861
2022-08-30,宜蘭縣,全區,598,107079
2022-08-30,屏東縣,全區,731,156577
2022-08-30,彰化縣,全區,1334,249825
2022-08-30,新北市,全區,7952,1134470
2022-08-30,新竹市,全區,1063,105895
2022-08-30,新竹縣,全區,1074,140209
2022-08-30,桃園市,全區,3795,591916
2022-08-30,澎湖縣,全區,168,16755
2022-08-30,花蓮縣,全區,631,85655
2022-08-30,苗栗縣,全區,877,113605
2022-08-30,連江縣,全區,27,2358
2022-08-30,金門縣,全區,96,12848
2022-08-30,雲林縣,全區,647,105082
2022-08-30,高雄市,全區,2761,591932
2022-08-29,南投縣,全區,480,84429
2022-08-29,台中市,全區,3779,615701
2022-08-29,台北市,全區,3723,517178
2022-08-29,台南市,全區,1949,361129
2022-08-29,台東縣,全區,344,48182
2022-08-29,嘉義市,全區,373,47807
2022-08-29,嘉義縣,全區,501,76077
2022-08-29,基隆市,全區,505,102423
2022-08-29,境外移入,全區,299,27642
2022-08-29,宜蘭縣,全區,665,106481
2022-08-29,屏東縣,全區,728,155846
2022-08-29,彰化縣,全區,1271,248491
2022-08-29,新北市,全區,6940,1126518
2022-08-29,新竹市,全區,681,104832
2022-08-29,新竹縣,全區,831,139135
2022-08-29,桃園市,全區,3181,588121
2022-08-29,澎湖縣,全區,143,16587
2022-08-29,花蓮縣,全區,571,85024
2022-08-29,苗栗縣,全區,875,112728
2022-08-29,連江縣,全區,20,2331
2022-08-29,金門縣,全區,136,12752
2022-08-29,雲林縣,全區,721,104435
2022-08-29,高雄市,全區,2731,589171
2022-08-28,南投縣,全區,312,83949
2022-08-28,台中市,全區,2278,611922
2022-08-28,台北市,全區,2380,513455
2022-08-28,台南市,全區,1172,359180
2022-08-28,台東縣,全區,155,47838
2022-08-28,嘉義市,全區,195,47434
2022-08-28,嘉義縣,全區,287,75576
2022-08-28,基隆市,全區,388,101918
2022-08-28,境外移入,全區,285,27343
2022-08-28,宜蘭縣,全區,409,105816
2022-08-28,屏東縣,全區,447,155118
2022-08-28,彰化縣,全區,804,247220
2022-08-28,新北市,全區,4240,1119578
2022-08-28,新竹市,全區,636,104151
2022-08-28,新竹縣,全區,820,138304
2022-08-28,桃園市,全區,2479,584940
2022-08-28,澎湖縣,全區,125,16444
2022-08-28,花蓮縣,全區,431,84453
2022-08-28,苗栗縣,全區,517,111853
2022-08-28,連江縣,全區,32,2311
2022-08-28,金門縣,全區,62,12616
2022-08-28,雲林縣,全區,380,103714
2022-08-28,高雄市,全區,1593,586440
2022-08-27,南投縣,全區,352,83637
2022-08-27,台中市,全區,3106,609644
2022-08-27,台北市,全區,3104,511075
2022-08-27,台南市,全區,1632,358008
2022-08-27,台東縣,全區,228,47683
2022-08-27,嘉義市,全區,254,47239
2022-08-27,嘉義縣,全區,417,75289
2022-08-27,基隆市,全區,516,101530
2022-08-27,境外移入,全區,314,27058
2022-08-27,宜蘭縣,全區,559,105407
2022-08-27,屏東縣,全區,562,154671
2022-08-27,彰化縣,全區,1068,246416
2022-08-27,新北市,全區,5981,1115338
2022-08-27,新竹市,全區,837,103515
2022-08-27,新竹縣,全區,807,137484
2022-08-27,桃園市,全區,2942,582461
2022-08-27,澎湖縣,全區,101,16319
2022-08-27,花蓮縣,全區,505,84022
2022-08-27,苗栗縣,全區,662,111336
2022-08-27,連江縣,全區,14,2279
2022-08-27,金門縣,全區,80,12554
2022-08-27,雲林縣,全區,481,103334
2022-08-27,高雄市,全區,2217,584847
2022-08-26,南投縣,全區,392,83285
2022-08-26,台中市,全區,2990,606538
2022-08-26,台北市,全區,3086,507971
2022-08-26,台南市,全區,1483,356376
2022-08-26,台東縣,全區,264,47455
2022-08-26,嘉義市,全區,244,46985
2022-08-26,嘉義縣,全區,378,74872
2022-08-26,基隆市,全區,447,101014
2022-08-26,境外移入,全區,279,26744
2022-08-26,宜蘭縣,全區,553,104848
2022-08-26,屏東縣,全區,573,154109
2022-08-26,彰化縣,全區,930,245348
2022-08-26,新北市,全區,5706,1109357
2022-08-26,新竹市,全區,748,102678
2022-08-26,新竹縣,全區,769,136677
2022-08-26,桃園市,全區,2959,579519
2022-08-26,澎湖縣,全區,117,16218
2022-08-26,花蓮縣,全區,500,83517
2022-08-26,苗栗縣,全區,647,110674
2022-08-26,連江縣,全區,21,2265
2022-08-26,金門縣,全區,87,12474
2022-08-26,雲林縣,全區,513,102853
2022-08-26,高雄市,全區,2182,582630
2022-08-25,南投縣,全區,391,82893
2022-08-25,台中市,全區,3038,603548
2022-08-25,台北市,全區,2905,504885
2022-08-25,台南市,全區,1576,354893
2022-08-25,台東縣,全區,258,47191
2022-08-25,嘉義市,全區,254,46741
2022-08-25,嘉義縣,全區,393,74494
2022-08-25,基隆市,全區,507,100567
2022-08-25,境外移入,全區,349,26465
2022-08-25,宜蘭縣,全區,599,104295
2022-08-25,屏東縣,全區,601,153536
2022-08-25,彰化縣,全區,1044,244418
2022-08-25,新北市,全區,5879,1103651
2022-08-25,新竹市,全區,790,101930
2022-08-25,新竹縣,全區,868,135908
2022-08-25,桃園市,全區,2957,576560
2022-08-25,澎湖縣,全區,133,16101
2022-08-25,花蓮縣,全區,522,83017
2022-08-25,苗栗縣,全區,755,110027
2022-08-25,連江縣,全區,50,2244
2022-08-25,金門縣,全區,93,12387
2022-08-25,雲林縣,全區,564,102340
2022-08-25,高雄市,全區,2203,580448
2022-08-24,南投縣,全區,387,82502
2022-08-24,台中市,全區,3019,600510
2022-08-24,台北市,全區,3278,501980
2022-08-24,台南市,全區,1673,353317
2022-08-24,台東縣,全區,251,46933
2022-08-24,嘉義市,全區,231,46487
2022-08-24,嘉義縣,全區,421,74101
2022-08-24,基隆市,全區,534,100060
2022-08-24,境外移入,全區,308,26116
2022-08-24,宜蘭縣,全區,580,103696
2022-08-24,屏東縣,全區,563,152935
2022-08-24,彰化縣,全區,1026,243374
2022-08-24,新北市,全區,6141,1097772
2022-08-24,新竹市,全區,724,101140
2022-08-24,新竹縣,全區,833,135040
2022-08-24,桃園市,全區,2925,573603
2022-08-24,澎湖縣,全區,133,15968
2022-08-24,花蓮縣,全區,525,82495
2022-08-24,苗栗縣,全區,702,109272
2022-08-24,連江縣,全區,6,2194
2022-08-24,金門縣,全區,102,12294
2022-08-24,雲林縣,全區,591,101776
2022-08-24,高雄市,全區,2265,578245
2022-08-23,南投縣,全區,400,82115
2022-08-23,台中市,全區,3422,597491
2022-08-23,台北市,全區,3191,498702
2022-08-23,台南市,全區,1624,351644
2022-08-23,台東縣,全區,302,46682
2022-08-23,嘉義市,全區,200,46256
2022-08-23,嘉義縣,全區,427,73680
2022-08-23,基隆市,全區,485,99526
2022-08-23,境外移入,全區,170,25808
2022-08-23,宜蘭縣,全區,603,103116
2022-08-23,屏東縣,全區,591,152372
2022-08-23,彰化縣,全區,1046,242348
2022-08-23,新北市,全區,6548,1091631
2022-08-23,新竹市,全區,892,100416
2022-08-23,新竹縣,全區,840,134207
2022-08-23,桃園市,全區,3317,570678
2022-08-23,澎湖縣,全區,133,15835
2022-08-23,花蓮縣,全區,463,81970
2022-08-23,苗栗縣,全區,737,108570
2022-08-23,連江縣,全區,1,2188
2022-08-23,金門縣,全區,89,12192
2022-08-23,雲林縣,全區,565,101185
2022-08-23,高雄市,全區,2488,575980
2022-08-22,南投縣,全區,451,81715
2022-08-22,台中市,全區,3041,594069
2022-08-22,台北市,全區,3072,495511
2022-08-22,台南市,全區,1598,350020
2022-08-22,台東縣,全區,303,46380
2022-08-22,嘉義市,全區,295,46056
2022-08-22,嘉義縣,全區,421,73253
2022-08-22,基隆市,全區,423,99041
2022-08-22,境外移入,全區,287,25638
2022-08-22,宜蘭縣,全區,636,102513
2022-08-22,屏東縣,全區,644,151781
2022-08-22,彰化縣,全區,1050,241302
2022-08-22,新北市,全區,5480,1085083
2022-08-22,新竹市,全區,667,99524
2022-08-22,新竹縣,全區,716,133367
2022-08-22,桃園市,全區,2702,567361
2022-08-22,澎湖縣,全區,140,15702
2022-08-22,花蓮縣,全區,502,81507
2022-08-22,苗栗縣,全區,759,107833
2022-08-22,連江縣,全區,24,2187
2022-08-22,金門縣,全區,163,12103
2022-08-22,雲林縣,全區,659,100620
2022-08-22,高雄市,全區,2307,573492
2022-08-21,南投縣,全區,268,81264
2022-08-21,台中市,全區,1876,591028
2022-08-21,台北市,全區,1882,492439
2022-08-21,台南市,全區,1053,348422
2022-08-21,台東縣,全區,160,46077
2022-08-21,嘉義市,全區,166,45761
2022-08-21,嘉義縣,全區,263,72832
2022-08-21,基隆市,全區,295,98618
2022-08-21,境外移入,全區,240,25351
2022-08-21,宜蘭縣,全區,312,101877
2022-08-21,屏東縣,全區,368,151137
2022-08-21,彰化縣,全區,650,240252
2022-08-21,新北市,全區,3595,1079603
2022-08-21,新竹市,全區,478,98857
2022-08-21,新竹縣,全區,534,132651
2022-08-21,桃園市,全區,2122,564659
2022-08-21,澎湖縣,全區,75,15562
2022-08-21,花蓮縣,全區,275,81005
2022-08-21,苗栗縣,全區,493,107074
2022-08-21,連江縣,全區,3,2163
2022-08-21,金門縣,全區,64,11940
2022-08-21,雲林縣,全區,341,99961
2022-08-21,高雄市,全區,1387,571185
2022-08-20,南投縣,全區,379,80996
2022-08-20,台中市,全區,2564,589152
2022-08-20,台北市,全區,2481,490557
2022-08-20,台南市,全區,1298,347369
2022-08-20,台東縣,全區,194,45917
2022-08-20,嘉義市,全區,178,45595
2022-08-20,嘉義縣,全區,315,72569
2022-08-20,基隆市,全區,433,98323
2022-08-20,境外移入,全區,256,25111
2022-08-20,宜蘭縣,全區,514,101565
2022-08-20,屏東縣,全區,531,150769
2022-08-20,彰化縣,全區,788,239602
2022-08-20,新北市,全區,5104,1076008
2022-08-20,新竹市,全區,665,98379
2022-08-20,新竹縣,全區,658,132117
2022-08-20,桃園市,全區,2458,562537
2022-08-20,澎湖縣,全區,122,15487
2022-08-20,花蓮縣,全區,343,80730
2022-08-20,苗栗縣,全區,637,106581
2022-08-20,連江縣,全區,7,2160
2022-08-20,金門縣,全區,90,11876
2022-08-20,雲林縣,全區,463,99620
2022-08-20,高雄市,全區,1893,569798
2022-08-19,南投縣,全區,410,80617
2022-08-19,台中市,全區,2715,586588
2022-08-19,台北市,全區,2524,488076
2022-08-19,台南市,全區,1296,346071
2022-08-19,台東縣,全區,198,45723
2022-08-19,嘉義市,全區,196,45417
2022-08-19,嘉義縣,全區,294,72254
2022-08-19,基隆市,全區,374,97890
2022-08-19,境外移入,全區,234,24855
2022-08-19,宜蘭縣,全區,548,101051
2022-08-19,屏東縣,全區,524,150238
2022-08-19,彰化縣,全區,908,238814
2022-08-19,新北市,全區,4656,1070904
2022-08-19,新竹市,全區,622,97714
2022-08-19,新竹縣,全區,640,131459
2022-08-19,桃園市,全區,2470,560079
2022-08-19,澎湖縣,全區,75,15365
2022-08-19,花蓮縣,全區,420,80387
2022-08-19,苗栗縣,全區,561,105944
2022-08-19,連江縣,全區,14,2153
2022-08-19,金門縣,全區,99,11786
2022-08-19,雲林縣,全區,500,99157
2022-08-19,高雄市,全區,1848,567905
2022-08-18,南投縣,全區,327,80207
2022-08-18,台中市,全區,2727,583873
2022-08-18,台北市,全區,2626,485552
2022-08-18,台南市,全區,1358,344775
2022-08-18,台東縣,全區,222,45525
2022-08-18,嘉義市,全區,189,45221
2022-08-18,嘉義縣,全區,300,71960
2022-08-18,基隆市,全區,357,97516
2022-08-18,境外移入,全區,259,24621
2022-08-18,宜蘭縣,全區,544,100503
2022-08-18,屏東縣,全區,494,149714
2022-08-18,彰化縣,全區,894,237906
2022-08-18,新北市,全區,4959,1066248
2022-08-18,新竹市,全區,619,97092
2022-08-18,新竹縣,全區,708,130819
2022-08-18,桃園市,全區,2624,557609
2022-08-18,澎湖縣,全區,115,15290
2022-08-18,花蓮縣,全區,373,79967
2022-08-18,苗栗縣,全區,607,105383
2022-08-18,連江縣,全區,10,2139
2022-08-18,金門縣,全區,108,11687
2022-08-18,雲林縣,全區,483,98657
2022-08-18,高雄市,全區,1885,566057
2022-08-17,南投縣,全區,367,79880
2022-08-17,台中市,全區,2789,581146
2022-08-17,台北市,全區,2701,482926
2022-08-17,台南市,全區,1457,343417
2022-08-17,台東縣,全區,203,45303
2022-08-17,嘉義市,全區,243,45032
2022-08-17,嘉義縣,全區,384,71660
2022-08-17,基隆市,全區,419,97159
2022-08-17,境外移入,全區,335,24362
2022-08-17,宜蘭縣,全區,525,99959
2022-08-17,屏東縣,全區,520,149220
2022-08-17,彰化縣,全區,901,237012
2022-08-17,新北市,全區,4910,1061289
2022-08-17,新竹市,全區,629,96473
2022-08-17,新竹縣,全區,721,130111
2022-08-17,桃園市,全區,2575,554985
2022-08-17,澎湖縣,全區,111,15175
