個案研判日,縣市別,區域,新增確診人數,累計確診人數
2022-11-26,花蓮縣,全區,142,126355
2022-11-26,苗栗縣,全區,298,182427
2022-11-26,連江縣,全區,2,3583
2022-11-26,金門縣,全區,24,20566
2022-11-26,雲林縣,全區,340,171309
2022-11-26,高雄市,全區,1760,912089
2022-11-25,南投縣,全區,221,135854
2022-11-25,台中市,全區,1782,1004490
2022-11-25,台北市,全區,1126,824274
2022-11-25,台南市,全區,1219,574664
2022-11-25,台東縣,全區,88,69049
2022-11-25,嘉義市,全區,158,80141
2022-11-25,嘉義縣,全區,192,125473
2022-11-25,基隆市,全區,180,151866
2022-11-25,境外移入,全區,51,37548
2022-11-25,宜蘭縣,全區,196,165255
2022-11-25,屏東縣,全區,413,235785
2022-11-25,彰化縣,全區,669,392008
2022-11-25,新北市,全區,2205,1721494
2022-11-25,新竹市,全區,427,176574
2022-11-25,新竹縣,全區,410,221816
2022-11-25,桃園市,全區,1330,900143
2022-11-25,澎湖縣,全區,21,24053
2022-11-25,花蓮縣,全區,173,126213
2022-11-25,苗栗縣,全區,345,182129
2022-11-25,連江縣,全區,8,3581
2022-11-25,金門縣,全區,29,20542
2022-11-25,雲林縣,全區,271,170969
2022-11-25,高雄市,全區,1751,910329
2022-11-24,南投縣,全區,214,135633
2022-11-24,台中市,全區,1863,1002708
2022-11-24,台北市,全區,1226,823148
2022-11-24,台南市,全區,1240,573445
2022-11-24,台東縣,全區,111,68961
2022-11-24,嘉義市,全區,147,79983
2022-11-24,嘉義縣,全區,224,125281
2022-11-24,基隆市,全區,185,151686
2022-11-24,境外移入,全區,50,37497
2022-11-24,宜蘭縣,全區,204,165059
2022-11-24,屏東縣,全區,408,235372
2022-11-24,彰化縣,全區,780,391339
2022-11-24,新北市,全區,2372,1719289
2022-11-24,新竹市,全區,354,176147
2022-11-24,新竹縣,全區,434,221406
2022-11-24,桃園市,全區,1542,898813
2022-11-24,澎湖縣,全區,21,24032
2022-11-24,花蓮縣,全區,218,126040
2022-11-24,苗栗縣,全區,368,181784
2022-11-24,連江縣,全區,5,3573
2022-11-24,金門縣,全區,15,20513
2022-11-24,雲林縣,全區,325,170698
2022-11-24,高雄市,全區,1869,908578
2022-11-23,南投縣,全區,278,135419
2022-11-23,台中市,全區,2115,1000845
2022-11-23,台北市,全區,1373,821922
2022-11-23,台南市,全區,1402,572205
2022-11-23,台東縣,全區,97,68850
2022-11-23,嘉義市,全區,191,79836
2022-11-23,嘉義縣,全區,280,125057
2022-11-23,基隆市,全區,229,151501
2022-11-23,境外移入,全區,37,37447
2022-11-23,宜蘭縣,全區,221,164855
2022-11-23,屏東縣,全區,407,234964
2022-11-23,彰化縣,全區,844,390559
2022-11-23,新北市,全區,2613,1716917
2022-11-23,新竹市,全區,470,175793
2022-11-23,新竹縣,全區,540,220972
2022-11-23,桃園市,全區,1712,897271
2022-11-23,澎湖縣,全區,15,24011
2022-11-23,花蓮縣,全區,249,125822
2022-11-23,苗栗縣,全區,397,181416
2022-11-23,金門縣,全區,26,20498
2022-11-23,雲林縣,全區,345,170373
2022-11-23,高雄市,全區,2200,906709
2022-11-22,南投縣,全區,223,135141
2022-11-22,台中市,全區,2378,998730
2022-11-22,台北市,全區,1512,820549
2022-11-22,台南市,全區,1605,570803
2022-11-22,台東縣,全區,115,68753
2022-11-22,嘉義市,全區,201,79645
2022-11-22,嘉義縣,全區,288,124777
2022-11-22,基隆市,全區,252,151272
2022-11-22,境外移入,全區,49,37410
2022-11-22,宜蘭縣,全區,274,164634
2022-11-22,屏東縣,全區,551,234557
2022-11-22,彰化縣,全區,847,389715
2022-11-22,新北市,全區,2988,1714304
2022-11-22,新竹市,全區,540,175323
2022-11-22,新竹縣,全區,566,220432
2022-11-22,桃園市,全區,2017,895559
2022-11-22,澎湖縣,全區,22,23996
2022-11-22,花蓮縣,全區,204,125573
2022-11-22,苗栗縣,全區,444,181019
2022-11-22,連江縣,全區,3,3568
2022-11-22,金門縣,全區,27,20472
2022-11-22,雲林縣,全區,405,170028
2022-11-22,高雄市,全區,2365,904509
2022-11-21,南投縣,全區,302,134918
2022-11-21,台中市,全區,2515,996352
2022-11-21,台北市,全區,1490,819037
2022-11-21,台南市,全區,1707,569198
2022-11-21,台東縣,全區,148,68638
2022-11-21,嘉義市,全區,236,79444
2022-11-21,嘉義縣,全區,322,124489
2022-11-21,基隆市,全區,238,151020
2022-11-21,境外移入,全區,30,37361
2022-11-21,宜蘭縣,全區,309,164360
2022-11-21,屏東縣,全區,619,234006
2022-11-21,彰化縣,全區,925,388868
2022-11-21,新北市,全區,2797,1711316
2022-11-21,新竹市,全區,447,174783
2022-11-21,新竹縣,全區,497,219866
2022-11-21,桃園市,全區,1738,893542
2022-11-21,澎湖縣,全區,31,23974
2022-11-21,花蓮縣,全區,251,125369
2022-11-21,苗栗縣,全區,539,180575
2022-11-21,連江縣,全區,4,3565
2022-11-21,金門縣,全區,40,20445
2022-11-21,雲林縣,全區,456,169623
2022-11-21,高雄市,全區,2517,902144
2022-11-20,南投縣,全區,179,134616
2022-11-20,台中市,全區,1610,993837
2022-11-20,台北市,全區,1034,817547
2022-11-20,台南市,全區,1103,567491
2022-11-20,台東縣,全區,62,68490
2022-11-20,嘉義市,全區,95,79208
2022-11-20,嘉義縣,全區,161,124167
2022-11-20,基隆市,全區,143,150782
2022-11-20,境外移入,全區,29,37331
2022-11-20,宜蘭縣,全區,157,164051
2022-11-20,屏東縣,全區,367,233387
2022-11-20,彰化縣,全區,618,387943
2022-11-20,新北市,全區,1876,1708519
2022-11-20,新竹市,全區,307,174336
2022-11-20,新竹縣,全區,366,219369
2022-11-20,桃園市,全區,1426,891804
2022-11-20,澎湖縣,全區,23,23943
2022-11-20,花蓮縣,全區,152,125118
2022-11-20,苗栗縣,全區,314,180036
2022-11-20,連江縣,全區,5,3561
2022-11-20,金門縣,全區,28,20405
2022-11-20,雲林縣,全區,262,169167
2022-11-20,高雄市,全區,1584,899627
2022-11-19,南投縣,全區,264,134437
2022-11-19,台中市,全區,1956,992227
2022-11-19,台北市,全區,1453,816513
2022-11-19,台南市,全區,1530,566388
2022-11-19,台東縣,全區,112,68428
2022-11-19,嘉義市,全區,207,79113
2022-11-19,嘉義縣,全區,286,124006
2022-11-19,基隆市,全區,251,150639
2022-11-19,境外移入,全區,38,37302
2022-11-19,宜蘭縣,全區,229,163894
2022-11-19,屏東縣,全區,515,233020
2022-11-19,彰化縣,全區,789,387325
2022-11-19,新北市,全區,2688,1706643
2022-11-19,新竹市,全區,486,174029
2022-11-19,新竹縣,全區,529,219003
2022-11-19,桃園市,全區,1668,890378
2022-11-19,澎湖縣,全區,32,23920
2022-11-19,花蓮縣,全區,203,124966
2022-11-19,苗栗縣,全區,372,179722
2022-11-19,連江縣,全區,8,3556
2022-11-19,金門縣,全區,55,20377
2022-11-19,雲林縣,全區,415,168905
2022-11-19,高雄市,全區,2139,898043
2022-11-18,南投縣,全區,288,134173
2022-11-18,台中市,全區,2247,990271
2022-11-18,台北市,全區,1419,815060
2022-11-18,台南市,全區,1584,564858
2022-11-18,台東縣,全區,99,68316
2022-11-18,嘉義市,全區,184,78906
2022-11-18,嘉義縣,全區,284,123720
2022-11-18,基隆市,全區,204,150388
2022-11-18,境外移入,全區,57,37264
2022-11-18,宜蘭縣,全區,240,163665
2022-11-18,屏東縣,全區,522,232505
2022-11-18,彰化縣,全區,761,386536
2022-11-18,新北市,全區,2757,1703955
2022-11-18,新竹市,全區,418,173543
2022-11-18,新竹縣,全區,499,218474
2022-11-18,桃園市,全區,1707,888710
2022-11-18,澎湖縣,全區,19,23888
2022-11-18,花蓮縣,全區,177,124763
2022-11-18,苗栗縣,全區,381,179350
2022-11-18,連江縣,全區,3,3548
2022-11-18,金門縣,全區,41,20322
2022-11-18,雲林縣,全區,412,168490
2022-11-18,高雄市,全區,2258,895904
2022-11-17,南投縣,全區,289,133885
2022-11-17,台中市,全區,2287,988024
2022-11-17,台北市,全區,1534,813641
2022-11-17,台南市,全區,1686,563274
2022-11-17,台東縣,全區,115,68217
2022-11-17,嘉義市,全區,191,78722
2022-11-17,嘉義縣,全區,321,123436
2022-11-17,基隆市,全區,231,150184
2022-11-17,境外移入,全區,49,37207
2022-11-17,宜蘭縣,全區,255,163425
2022-11-17,屏東縣,全區,587,231983
2022-11-17,彰化縣,全區,931,385775
2022-11-17,新北市,全區,2927,1701198
2022-11-17,新竹市,全區,464,173125
2022-11-17,新竹縣,全區,514,217975
2022-11-17,桃園市,全區,1947,887003
2022-11-17,澎湖縣,全區,28,23869
2022-11-17,花蓮縣,全區,194,124586
2022-11-17,苗栗縣,全區,468,178969
2022-11-17,連江縣,全區,4,3545
2022-11-17,金門縣,全區,31,20281
2022-11-17,雲林縣,全區,422,168078
2022-11-17,高雄市,全區,2519,893646
2022-11-16,南投縣,全區,342,133596
2022-11-16,台中市,全區,2579,985737
2022-11-16,台北市,全區,1731,812107
2022-11-16,台南市,全區,1879,561588
2022-11-16,台東縣,全區,114,68102
2022-11-16,嘉義市,全區,227,78531
2022-11-16,嘉義縣,全區,348,123115
2022-11-16,基隆市,全區,317,149953
2022-11-16,境外移入,全區,49,37158
2022-11-16,宜蘭縣,全區,306,163170
2022-11-16,屏東縣,全區,610,231396
2022-11-16,彰化縣,全區,931,384844
2022-11-16,新北市,全區,3447,1698271
2022-11-16,新竹市,全區,484,172661
2022-11-16,新竹縣,全區,582,217461
2022-11-16,桃園市,全區,2146,885056
2022-11-16,澎湖縣,全區,29,23841
2022-11-16,花蓮縣,全區,217,124392
2022-11-16,苗栗縣,全區,472,178501
2022-11-16,連江縣,全區,5,3541
2022-11-16,金門縣,全區,33,20250
2022-11-16,雲林縣,全區,476,167656
2022-11-16,高雄市,全區,2790,891127
2022-11-15,南投縣,全區,354,133254
2022-11-15,台中市,全區,2870,983158
2022-11-15,台北市,全區,2039,810376
2022-11-15,台南市,全區,2024,559709
2022-11-15,台東縣,全區,124,67988
2022-11-15,嘉義市,全區,240,78304
2022-11-15,嘉義縣,全區,380,122767
2022-11-15,基隆市,全區,333,149636
2022-11-15,境外移入,全區,51,37109
2022-11-15,宜蘭縣,全區,336,162864
2022-11-15,屏東縣,全區,681,230786
2022-11-15,彰化縣,全區,1043,383913
2022-11-15,新北市,全區,3911,1694824
2022-11-15,新竹市,全區,542,172177
2022-11-15,新竹縣,全區,632,216879
2022-11-15,桃園市,全區,2605,882910
2022-11-15,澎湖縣,全區,24,23812
2022-11-15,花蓮縣,全區,241,124175
2022-11-15,苗栗縣,全區,541,178029
2022-11-15,連江縣,全區,6,3536
2022-11-15,金門縣,全區,39,20217
2022-11-15,雲林縣,全區,504,167180
2022-11-15,高雄市,全區,3152,888337
2022-11-14,南投縣,全區,356,132900
2022-11-14,台中市,全區,2132,980288
2022-11-14,台北市,全區,1613,808337
2022-11-14,台南市,全區,1872,557685
2022-11-14,台東縣,全區,168,67864
2022-11-14,嘉義市,全區,300,78064
2022-11-14,嘉義縣,全區,441,122387
2022-11-14,基隆市,全區,234,149303
2022-11-14,境外移入,全區,38,37058
2022-11-14,宜蘭縣,全區,244,162528
2022-11-14,屏東縣,全區,691,230105
2022-11-14,彰化縣,全區,931,382870
2022-11-14,新北市,全區,2876,1690913
2022-11-14,新竹市,全區,407,171635
2022-11-14,新竹縣,全區,434,216247
2022-11-14,桃園市,全區,1705,880305
2022-11-14,澎湖縣,全區,43,23788
2022-11-14,花蓮縣,全區,219,123934
2022-11-14,苗栗縣,全區,511,177488
2022-11-14,連江縣,全區,3,3530
2022-11-14,金門縣,全區,52,20178
2022-11-14,雲林縣,全區,584,166676
2022-11-14,高雄市,全區,2683,885185
2022-11-13,南投縣,全區,266,132544
2022-11-13,台中市,全區,2439,978156
2022-11-13,台北市,全區,1266,806724
2022-11-13,台南市,全區,1606,555813
2022-11-13,台東縣,全區,81,67696
2022-11-13,嘉義市,全區,173,77764
2022-11-13,嘉義縣,全區,229,121946
2022-11-13,基隆市,全區,189,149069
2022-11-13,境外移入,全區,38,37020
2022-11-13,宜蘭縣,全區,221,162284
2022-11-13,屏東縣,全區,461,229414
2022-11-13,彰化縣,全區,848,381939
2022-11-13,新北市,全區,2732,1688037
2022-11-13,新竹市,全區,447,171228
2022-11-13,新竹縣,全區,426,215813
2022-11-13,桃園市,全區,1814,878600
2022-11-13,澎湖縣,全區,27,23745
2022-11-13,花蓮縣,全區,171,123715
2022-11-13,苗栗縣,全區,390,176977
2022-11-13,連江縣,全區,4,3527
2022-11-13,金門縣,全區,27,20126
2022-11-13,雲林縣,全區,422,166092
2022-11-13,高雄市,全區,2333,882502
2022-11-12,南投縣,全區,346,132278
2022-11-12,台中市,全區,2457,975717
2022-11-12,台北市,全區,1506,805458
2022-11-12,台南市,全區,1775,554207
2022-11-12,台東縣,全區,140,67615
2022-11-12,嘉義市,全區,245,77591
2022-11-12,嘉義縣,全區,328,121717
2022-11-12,基隆市,全區,269,148880
2022-11-12,境外移入,全區,39,36982
2022-11-12,宜蘭縣,全區,251,162063
2022-11-12,屏東縣,全區,525,228953
2022-11-12,彰化縣,全區,896,381091
2022-11-12,新北市,全區,3096,1685305
2022-11-12,新竹市,全區,423,170781
2022-11-12,新竹縣,全區,507,215387
2022-11-12,桃園市,全區,1973,876786
2022-11-12,澎湖縣,全區,23,23718
2022-11-12,花蓮縣,全區,202,123544
2022-11-12,苗栗縣,全區,423,176587
2022-11-12,連江縣,全區,2,3523
2022-11-12,金門縣,全區,49,20099
2022-11-12,雲林縣,全區,489,165670
2022-11-12,高雄市,全區,2634,880169
2022-11-11,南投縣,全區,341,131932
2022-11-11,台中市,全區,2525,973260
2022-11-11,台北市,全區,1579,803952
2022-11-11,台南市,全區,1915,552432
2022-11-11,台東縣,全區,114,67475
2022-11-11,嘉義市,全區,241,77346
2022-11-11,嘉義縣,全區,332,121389
2022-11-11,基隆市,全區,291,148611
2022-11-11,境外移入,全區,52,36943
2022-11-11,宜蘭縣,全區,286,161812
2022-11-11,屏東縣,全區,609,228428
2022-11-11,彰化縣,全區,911,380195
2022-11-11,新北市,全區,3111,1682209
2022-11-11,新竹市,全區,444,170358
2022-11-11,新竹縣,全區,496,214880
2022-11-11,桃園市,全區,1960,874813
2022-11-11,澎湖縣,全區,26,23695
2022-11-11,花蓮縣,全區,172,123342
2022-11-11,苗栗縣,全區,427,176164
2022-11-11,連江縣,全區,8,3521
2022-11-11,金門縣,全區,46,20050
2022-11-11,雲林縣,全區,481,165181
2022-11-11,高雄市,全區,2843,877535
2022-11-10,南投縣,全區,371,131591
2022-11-10,台中市,全區,2688,970735
2022-11-10,台北市,全區,1638,802373
2022-11-10,台南市,全區,1949,550517
2022-11-10,台東縣,全區,135,67361
2022-11-10,嘉義市,全區,283,77105
2022-11-10,嘉義縣,全區,394,121057
2022-11-10,基隆市,全區,274,148320
2022-11-10,境外移入,全區,36,36891
2022-11-10,宜蘭縣,全區,287,161526
2022-11-10,屏東縣,全區,604,227819
2022-11-10,彰化縣,全區,1077,379284
2022-11-10,新北市,全區,3333,1679098
2022-11-10,新竹市,全區,455,169914
2022-11-10,新竹縣,全區,527,214384
2022-11-10,桃園市,全區,2018,872853
2022-11-10,澎湖縣,全區,41,23669
2022-11-10,花蓮縣,全區,167,123170
2022-11-10,苗栗縣,全區,462,175737
2022-11-10,連江縣,全區,7,3513
2022-11-10,金門縣,全區,41,20004
2022-11-10,雲林縣,全區,548,164700
2022-11-10,高雄市,全區,2953,874692
2022-11-09,南投縣,全區,360,131220
2022-11-09,台中市,全區,3084,968047
2022-11-09,台北市,全區,1906,800735
2022-11-09,台南市,全區,2198,548568
2022-11-09,台東縣,全區,116,67226
2022-11-09,嘉義市,全區,256,76822
2022-11-09,嘉義縣,全區,416,120663
2022-11-09,基隆市,全區,250,148046
2022-11-09,境外移入,全區,39,36855
2022-11-09,宜蘭縣,全區,300,161239
2022-11-09,屏東縣,全區,704,227215
2022-11-09,彰化縣,全區,1048,378207
2022-11-09,新北市,全區,3734,1675765
2022-11-09,新竹市,全區,551,169459
2022-11-09,新竹縣,全區,585,213857
2022-11-09,桃園市,全區,2259,870835
2022-11-09,澎湖縣,全區,44,23628
2022-11-09,花蓮縣,全區,221,123003
2022-11-09,苗栗縣,全區,485,175275
2022-11-09,連江縣,全區,7,3506
2022-11-09,金門縣,全區,56,19963
2022-11-09,雲林縣,全區,518,164152
2022-11-09,高雄市,全區,3181,871739
2022-11-08,南投縣,全區,425,130860
2022-11-08,台中市,全區,3424,964963
2022-11-08,台北市,全區,2163,798829
2022-11-08,台南市,全區,2391,546370
2022-11-08,台東縣,全區,148,67110
2022-11-08,嘉義市,全區,309,76566
2022-11-08,嘉義縣,全區,483,120247
2022-11-08,基隆市,全區,346,147796
2022-11-08,境外移入,全區,52,36816
2022-11-08,宜蘭縣,全區,384,160939
2022-11-08,屏東縣,全區,823,226511
2022-11-08,彰化縣,全區,1083,377159
2022-11-08,新北市,全區,4139,1672031
2022-11-08,新竹市,全區,633,168908
2022-11-08,新竹縣,全區,633,213272
2022-11-08,桃園市,全區,2364,868576
2022-11-08,澎湖縣,全區,32,23584
2022-11-08,花蓮縣,全區,194,122782
2022-11-08,苗栗縣,全區,469,174790
2022-11-08,連江縣,全區,14,3499
2022-11-08,金門縣,全區,47,19907
2022-11-08,雲林縣,全區,585,163634
2022-11-08,高雄市,全區,3703,868558
2022-11-07,南投縣,全區,465,130435
2022-11-07,台中市,全區,3584,961539
2022-11-07,台北市,全區,2008,796666
2022-11-07,台南市,全區,2483,543979
2022-11-07,台東縣,全區,160,66962
2022-11-07,嘉義市,全區,378,76257
2022-11-07,嘉義縣,全區,555,119764
2022-11-07,基隆市,全區,253,147450
2022-11-07,境外移入,全區,37,36764
2022-11-07,宜蘭縣,全區,343,160555
2022-11-07,屏東縣,全區,877,225688
2022-11-07,彰化縣,全區,1221,376076
2022-11-07,新北市,全區,3868,1667892
2022-11-07,新竹市,全區,497,168275
2022-11-07,新竹縣,全區,578,212639
2022-11-07,桃園市,全區,2172,866212
2022-11-07,澎湖縣,全區,37,23552
2022-11-07,花蓮縣,全區,230,122588
2022-11-07,苗栗縣,全區,535,174321
2022-11-07,連江縣,全區,22,3485
2022-11-07,金門縣,全區,77,19860
2022-11-07,雲林縣,全區,696,163049
2022-11-07,高雄市,全區,3877,864855
2022-11-06,南投縣,全區,342,129970
2022-11-06,台中市,全區,2448,957955
2022-11-06,台北市,全區,1302,794658
2022-11-06,台南市,全區,1483,541496
2022-11-06,台東縣,全區,77,66802
2022-11-06,嘉義市,全區,209,75879
2022-11-06,嘉義縣,全區,306,119209
2022-11-06,基隆市,全區,210,147197
2022-11-06,境外移入,全區,23,36727
2022-11-06,宜蘭縣,全區,206,160212
2022-11-06,屏東縣,全區,500,224811
2022-11-06,彰化縣,全區,790,374855
2022-11-06,新北市,全區,2796,1664024
2022-11-06,新竹市,全區,335,167778
2022-11-06,新竹縣,全區,452,212061
2022-11-06,桃園市,全區,1774,864040
2022-11-06,澎湖縣,全區,34,23515
2022-11-06,花蓮縣,全區,161,122358
2022-11-06,苗栗縣,全區,355,173786
2022-11-06,連江縣,全區,3,3463
2022-11-06,金門縣,全區,43,19783
2022-11-06,雲林縣,全區,356,162353
2022-11-06,高雄市,全區,2343,860978
2022-11-05,南投縣,全區,425,129628
2022-11-05,台中市,全區,3437,955507
2022-11-05,台北市,全區,2083,793356
2022-11-05,台南市,全區,2309,540013
2022-11-05,台東縣,全區,145,66725
2022-11-05,嘉義市,全區,304,75670
2022-11-05,嘉義縣,全區,461,118903
2022-11-05,基隆市,全區,353,146987
2022-11-05,境外移入,全區,46,36704
2022-11-05,宜蘭縣,全區,346,160006
2022-11-05,屏東縣,全區,740,224311
2022-11-05,彰化縣,全區,1104,374065
2022-11-05,新北市,全區,4180,1661228
2022-11-05,新竹市,全區,597,167443
2022-11-05,新竹縣,全區,600,211609
2022-11-05,桃園市,全區,2406,862266
2022-11-05,澎湖縣,全區,41,23481
2022-11-05,花蓮縣,全區,226,122197
2022-11-05,苗栗縣,全區,469,173431
2022-11-05,連江縣,全區,3,3460
2022-11-05,金門縣,全區,62,19740
2022-11-05,雲林縣,全區,560,161997
2022-11-05,高雄市,全區,3444,858635
2022-11-04,南投縣,全區,484,129203
2022-11-04,台中市,全區,3523,952070
2022-11-04,台北市,全區,2151,791273
2022-11-04,台南市,全區,2379,537704
2022-11-04,台東縣,全區,178,66580
2022-11-04,嘉義市,全區,356,75366
2022-11-04,嘉義縣,全區,508,118442
2022-11-04,基隆市,全區,290,146634
2022-11-04,境外移入,全區,44,36658
2022-11-04,宜蘭縣,全區,319,159660
2022-11-04,屏東縣,全區,844,223571
2022-11-04,彰化縣,全區,1165,372961
2022-11-04,新北市,全區,4355,1657048
2022-11-04,新竹市,全區,606,166846
2022-11-04,新竹縣,全區,642,211009
2022-11-04,桃園市,全區,2585,859860
2022-11-04,澎湖縣,全區,48,23440
2022-11-04,花蓮縣,全區,293,121971
2022-11-04,苗栗縣,全區,494,172962
2022-11-04,連江縣,全區,15,3457
2022-11-04,金門縣,全區,76,19678
2022-11-04,雲林縣,全區,590,161437
2022-11-04,高雄市,全區,3603,855191
2022-11-03,南投縣,全區,470,128719
2022-11-03,台中市,全區,3821,948547
2022-11-03,台北市,全區,2442,789122
2022-11-03,台南市,全區,2416,535325
2022-11-03,台東縣,全區,152,66402
2022-11-03,嘉義市,全區,342,75010
2022-11-03,嘉義縣,全區,568,117934
2022-11-03,基隆市,全區,353,146344
2022-11-03,境外移入,全區,42,36614
2022-11-03,宜蘭縣,全區,418,159341
2022-11-03,屏東縣,全區,845,222727
2022-11-03,彰化縣,全區,1310,371796
2022-11-03,新北市,全區,4896,1652693
2022-11-03,新竹市,全區,599,166240
2022-11-03,新竹縣,全區,733,210367
2022-11-03,桃園市,全區,2793,857275
2022-11-03,澎湖縣,全區,23,23392
2022-11-03,花蓮縣,全區,288,121678
2022-11-03,苗栗縣,全區,602,172468
2022-11-03,連江縣,全區,7,3442
2022-11-03,金門縣,全區,53,19602
2022-11-03,雲林縣,全區,631,160847
2022-11-03,高雄市,全區,3777,851588
2022-11-02,南投縣,全區,491,128249
2022-11-02,台中市,全區,4067,944726
2022-11-02,台北市,全區,2707,786680
2022-11-02,台南市,全區,2686,532909
2022-11-02,台東縣,全區,181,66250
2022-11-02,嘉義市,全區,360,74668
2022-11-02,嘉義縣,全區,582,117366
2022-11-02,基隆市,全區,438,145991
2022-11-02,境外移入,全區,49,36572
2022-11-02,宜蘭縣,全區,437,158923
2022-11-02,屏東縣,全區,948,221882
2022-11-02,彰化縣,全區,1356,370486
2022-11-02,新北市,全區,5246,1647797
2022-11-02,新竹市,全區,715,165641
2022-11-02,新竹縣,全區,745,209634
2022-11-02,桃園市,全區,3017,854482
2022-11-02,澎湖縣,全區,63,23369
2022-11-02,花蓮縣,全區,366,121390
2022-11-02,苗栗縣,全區,698,171866
2022-11-02,連江縣,全區,2,3435
2022-11-02,金門縣,全區,74,19549
2022-11-02,雲林縣,全區,606,160216
2022-11-02,高雄市,全區,4132,847811
2022-11-01,南投縣,全區,602,127758
2022-11-01,台中市,全區,4649,940659
2022-11-01,台北市,全區,2815,783973
2022-11-01,台南市,全區,2855,530223
2022-11-01,台東縣,全區,153,66069
2022-11-01,嘉義市,全區,382,74308
2022-11-01,嘉義縣,全區,648,116784
2022-11-01,基隆市,全區,474,145553
2022-11-01,境外移入,全區,60,36523
2022-11-01,宜蘭縣,全區,502,158486
2022-11-01,屏東縣,全區,1015,220934
2022-11-01,彰化縣,全區,1585,369130
2022-11-01,新北市,全區,6010,1642551
2022-11-01,新竹市,全區,758,164926
2022-11-01,新竹縣,全區,836,208889
2022-11-01,桃園市,全區,3525,851465
2022-11-01,澎湖縣,全區,39,23306
2022-11-01,花蓮縣,全區,333,121024
2022-11-01,苗栗縣,全區,724,171168
2022-11-01,連江縣,全區,6,3433
2022-11-01,金門縣,全區,83,19475
2022-11-01,雲林縣,全區,710,159610
2022-11-01,高雄市,全區,4390,843679
2022-10-31,南投縣,全區,711,127156
2022-10-31,台中市,全區,4819,936010
2022-10-31,台北市,全區,2948,781158
2022-10-31,台南市,全區,3254,527368
2022-10-31,台東縣,全區,269,65916
2022-10-31,嘉義市,全區,477,73926
2022-10-31,嘉義縣,全區,724,116136
2022-10-31,基隆市,全區,351,145079
2022-10-31,境外移入,全區,30,36463
2022-10-31,宜蘭縣,全區,555,157984
2022-10-31,屏東縣,全區,1092,219919
2022-10-31,彰化縣,全區,1872,367545
2022-10-31,新北市,全區,5840,1636541
2022-10-31,新竹市,全區,744,164168
2022-10-31,新竹縣,全區,783,208053
2022-10-31,桃園市,全區,3002,847940
2022-10-31,澎湖縣,全區,66,23267
2022-10-31,花蓮縣,全區,388,120691
2022-10-31,苗栗縣,全區,735,170444
2022-10-31,連江縣,全區,5,3427
2022-10-31,金門縣,全區,90,19392
2022-10-31,雲林縣,全區,951,158900
2022-10-31,高雄市,全區,4547,839289
2022-10-30,南投縣,全區,457,126445
2022-10-30,台中市,全區,3069,931191
2022-10-30,台北市,全區,1925,778210
2022-10-30,台南市,全區,1845,524114
2022-10-30,台東縣,全區,112,65647
2022-10-30,嘉義市,全區,257,73449
2022-10-30,嘉義縣,全區,406,115412
2022-10-30,基隆市,全區,335,144728
2022-10-30,境外移入,全區,41,36433
2022-10-30,宜蘭縣,全區,316,157429
2022-10-30,屏東縣,全區,643,218827
2022-10-30,彰化縣,全區,1213,365673
2022-10-30,新北市,全區,3961,1630701
2022-10-30,新竹市,全區,541,163424
2022-10-30,新竹縣,全區,663,207270
2022-10-30,桃園市,全區,2582,844938
2022-10-30,澎湖縣,全區,55,23201
2022-10-30,花蓮縣,全區,257,120303
2022-10-30,苗栗縣,全區,477,169709
2022-10-30,連江縣,全區,4,3422
2022-10-30,金門縣,全區,70,19302
2022-10-30,雲林縣,全區,488,157949
2022-10-30,高雄市,全區,2900,834742
2022-10-29,南投縣,全區,661,125988
2022-10-29,台中市,全區,4368,928122
2022-10-29,台北市,全區,2861,776285
2022-10-29,台南市,全區,2863,522269
2022-10-29,台東縣,全區,191,65535
2022-10-29,嘉義市,全區,380,73192
2022-10-29,嘉義縣,全區,572,115006
2022-10-29,基隆市,全區,487,144393
2022-10-29,境外移入,全區,46,36392
2022-10-29,宜蘭縣,全區,525,157113
2022-10-29,屏東縣,全區,922,218184
2022-10-29,彰化縣,全區,1552,364460
2022-10-29,新北市,全區,5533,1626740
2022-10-29,新竹市,全區,822,162883
2022-10-29,新竹縣,全區,809,206607
2022-10-29,桃園市,全區,3167,842356
2022-10-29,澎湖縣,全區,58,23146
2022-10-29,花蓮縣,全區,322,120046
2022-10-29,苗栗縣,全區,695,169232
2022-10-29,連江縣,全區,5,3418
2022-10-29,金門縣,全區,111,19232
2022-10-29,雲林縣,全區,680,157461
2022-10-29,高雄市,全區,3900,831842
2022-10-28,南投縣,全區,613,125327
2022-10-28,台中市,全區,4403,923754
2022-10-28,台北市,全區,2970,773424
2022-10-28,台南市,全區,2712,519406
2022-10-28,台東縣,全區,175,65344
2022-10-28,嘉義市,全區,459,72812
2022-10-28,嘉義縣,全區,628,114434
2022-10-28,基隆市,全區,412,143906
2022-10-28,境外移入,全區,30,36346
2022-10-28,宜蘭縣,全區,495,156588
2022-10-28,屏東縣,全區,992,217262
2022-10-28,彰化縣,全區,1774,362908
2022-10-28,新北市,全區,5802,1621207
2022-10-28,新竹市,全區,761,162061
2022-10-28,新竹縣,全區,776,205798
2022-10-28,桃園市,全區,3261,839189
2022-10-28,澎湖縣,全區,53,23088
2022-10-28,花蓮縣,全區,413,119724
2022-10-28,苗栗縣,全區,655,168537
2022-10-28,連江縣,全區,6,3413
